  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
        88      1.643           1.627           2.545           2.025           2.045           0.547
        89      1.803           1.809           2.661           2.175           1.705           0.694
        90      1.793           1.796           2.685           2.194           2.202           0.603
        91      1.608           1.613           2.550           2.043           1.781           0.546
        92      1.666           1.664           2.655           2.141           1.759           0.560
        93      1.420           1.454           2.438           1.903           1.104           0.502
        94      1.366           1.389           2.391           1.849           1.008           0.503
        95      1.442           1.478           2.440           1.923           1.164           0.492
        96      1.442           1.471           2.443           1.902           1.160           0.671
        97      1.364           1.380           2.386           1.859           1.457           0.488
        98      1.262           1.275           2.347           1.766           1.238           0.466
        99      1.545           1.560           2.465           1.966           1.599           0.475
       100      1.535           1.544           2.518           1.983           1.541           0.386
       101      1.665           1.672           2.613           2.102           1.716           0.465
       102      1.442           1.463           2.452           1.912           1.287           0.518
       103      1.603           1.620           2.526           2.016           1.292           0.501
       104      1.619           1.638           2.527           2.035           1.820           0.738
       105      1.463           1.479           2.511           1.958           1.894           0.597
       106      1.578           1.604           2.569           2.034           1.659           0.586
       107      1.584           1.596           2.545           2.015           2.104           0.515
       108      1.595           1.608           2.556           2.041           1.949           0.554
       109      1.539           1.532           2.654           2.063           1.378           0.519
       110      1.475           1.489           2.533           1.959           2.048           0.505
       111      1.582           1.587           2.570           2.035           1.400           0.493
       112      1.496           1.506           2.469           1.947           1.897           0.613
       113      1.625           1.623           2.618           2.083           1.944           0.642
       114      1.556           1.553           2.530           1.994           1.914           0.592
       115      1.549           1.570           2.554           2.019           1.767           0.603
       116      1.501           1.517           2.457           1.935           1.950           0.625
       117      1.548           1.556           2.561           1.996           1.855           0.551
       118      1.489           1.507           2.562           1.995           1.903           0.458
       119      1.482           1.483           2.480           1.947           2.190           0.365
       120      1.460           1.466           2.493           1.945           2.189           0.346
       121      1.457           1.457           2.484           1.955           2.118           0.450
       122      1.218           1.245           2.310           1.730           2.498           0.395
       123      1.304           1.309           2.353           1.784           2.408           0.398
       124      1.268           1.280           2.335           1.763           2.118           0.369
       125      1.326           1.352           2.382           1.796           2.119           0.412
       126      1.248           1.278           2.318           1.739           2.366           0.301
       127      1.360           1.376           2.457           1.863           2.159           0.499
       128      1.465           1.487           2.553           1.949           2.099           0.469
       129      1.385           1.397           2.464           1.865           2.197           0.368
       130      1.395           1.412           2.436           1.858           2.208           0.342
       131      1.376           1.394           2.456           1.868           2.193           0.581
       132      1.499           1.505           2.515           1.933           2.521           0.398
       133      1.545           1.553           2.517           1.975           2.323           0.445
       134      1.434           1.440           2.394           1.855           2.244           0.466
       135      1.552           1.551           2.523           1.961           2.704           0.446
       136      1.581           1.602           2.483           1.981           2.230           0.411
       137      1.344           1.364           2.361           1.787           2.438           0.473
       138      1.359           1.368           2.349           1.791           2.395           0.348
       139      1.457           1.472           2.393           1.862           2.009           0.551
       140      1.511           1.532           2.468           1.929           2.156           0.511
       141      1.407           1.426           2.311           1.793           2.500           0.528
       142      1.395           1.412           2.380           1.829           2.181           0.529
       143      1.542           1.546           2.489           1.955           2.174           0.540
       144      1.452           1.461           2.497           1.924           2.194           0.524
       145      1.302           1.335           2.322           1.747           1.555           0.420
       146      1.470           1.498           2.461           1.892           1.838           0.360
       147      1.483           1.501           2.538           1.944           2.428           0.543
       148      1.452           1.460           2.441           1.894           2.325           0.340
       149      1.511           1.524           2.500           1.947           2.254           0.369
       150      1.425           1.442           2.469           1.891           2.066           0.601
       151      1.427           1.452           2.382           1.831           2.000           0.462
       152      1.340           1.365           2.316           1.772           1.999           0.537
       153      1.322           1.357           2.287           1.728           2.148           0.581
       154      1.326           1.353           2.302           1.759           2.189           0.560
       155      1.280           1.307           2.268           1.722           1.834           0.497
       156      1.194           1.223           2.236           1.655           2.200           0.616
       157      1.286           1.322           2.227           1.700           1.798           0.664
       158      1.219           1.243           2.163           1.627           1.987           0.514
       159      1.468           1.481           2.475           1.944           1.901           0.575
       160      1.319           1.343           2.309           1.783           1.700           0.606
       161      1.518           1.527           2.530           1.986           2.094           0.610
       162      1.429           1.446           2.393           1.875           2.007           0.644
       163      1.581           1.584           2.526           2.020           2.263           0.655
       164      1.480           1.506           2.440           1.919           2.491           0.533
       165      1.460           1.475           2.425           1.903           2.270           0.439
       166      1.348           1.372           2.326           1.795           2.453           0.732
       167      1.260           1.282           2.258           1.720           2.296           0.555
       168      1.312           1.340           2.284           1.748           2.511           0.680
       169      1.475           1.487           2.420           1.896           2.902           0.533
       170      1.260           1.278           2.294           1.716           2.449           0.714
       171      1.424           1.444           2.387           1.845           2.391           0.525
       172      1.266           1.279           2.270           1.697           2.613           0.592
       173      1.277           1.294           2.294           1.744           2.332           0.622
       174      1.432           1.446           2.431           1.875           2.034           0.481
       175      1.358           1.369           2.414           1.840           2.659           0.573
       176      1.457           1.471           2.424           1.881           2.359           0.717
       177      1.240           1.285           2.272           1.729           2.468           0.622
       178      1.371           1.387           2.456           1.876           2.429           0.901
       179      1.375           1.391           2.456           1.896           2.433           0.776
       180      1.527           1.547           2.514           1.995           2.064           0.709
       181      1.401           1.426           2.395           1.865           2.324           0.651
       182      1.456           1.476           2.508           1.951           2.598           0.802
       183      1.451           1.473           2.507           1.965           2.328           0.708
       184      1.478           1.504           2.465           1.929           2.420           0.808
       185      1.436           1.459           2.405           1.879           2.463           0.966
       186      1.422           1.428           2.480           1.927           2.899           0.761
       187      1.499           1.508           2.516           1.974           2.709           0.646
       188      1.567           1.577           2.580           2.035           3.151           0.899
       189      1.586           1.590           2.592           2.057           3.537           0.866
       190      1.485           1.503           2.530           1.986           4.160           0.788
       191      1.605           1.609           2.607           2.066           3.852           0.763
       192      1.547           1.567           2.557           2.020           3.662           0.546
       193      1.421           1.439           2.526           1.942           3.653           0.801
       194      1.334           1.351           2.432           1.852           3.292           0.873
       195      1.439           1.458           2.475           1.912           3.436           0.984
       196      1.491           1.508           2.553           1.993           3.468           0.913
       197      1.508           1.526           2.593           2.012           2.683           0.905
       198      1.429           1.443           2.482           1.900           3.162           0.897
       199      1.184           1.217           2.238           1.666           3.383           0.817
       200      1.286           1.318           2.364           1.788           3.380           0.961
       201      1.344           1.374           2.332           1.798           3.808           0.817
       202      1.350           1.378           2.380           1.826           3.313           0.846
       203      1.302           1.333           2.402           1.825           3.235           0.976
       204      1.258           1.293           2.383           1.785           3.373           0.676
       205      1.328           1.352           2.379           1.823           3.367           0.793
       206      1.168           1.213           2.257           1.682           3.127           0.816
       207      1.325           1.368           2.387           1.823           3.173           0.724
       208      1.128           1.179           2.236           1.647           3.484           0.852
       209      1.117           1.173           2.214           1.632           3.288           0.826
       210      1.264           1.299           2.335           1.753           3.157           0.602
       211      1.257           1.293           2.338           1.752           2.967           0.784
       212      1.211           1.246           2.327           1.723           3.032           0.882
       213      1.342           1.368           2.413           1.821           3.778           0.700
       214      1.524           1.548           2.539           1.963           3.628           0.693
       215      1.602           1.626           2.603           2.041           3.323           0.783
       216      1.423           1.461           2.428           1.874           3.645           0.831
       217      1.404           1.422           2.424           1.850           3.545           0.651
       218      1.380           1.403           2.455           1.859           3.217           0.712
       219      1.491           1.511           2.508           1.933           3.666           0.819
       220      1.387           1.419           2.414           1.845           3.688           0.838
       221      1.544           1.562           2.526           1.980           3.959           0.763
       222      1.715           1.736           2.613           2.109           3.204           0.808
       223      1.567           1.581           2.548           1.998           3.250           0.899
       224      1.475           1.494           2.458           1.909           3.913           1.065
       225      1.442           1.464           2.399           1.858           3.755           0.657
       226      1.368           1.393           2.352           1.801           3.758           0.817
       227      1.162           1.208           2.205           1.637           2.996           0.699
       228      1.303           1.338           2.308           1.743           3.947           1.000
       229      1.231           1.271           2.294           1.707           3.752           0.953
       230      1.426           1.451           2.479           1.890           3.968           0.731
       231      1.458           1.481           2.487           1.933           3.904           0.858
       232      1.378           1.400           2.417           1.841           3.388           0.822
       233      1.408           1.425           2.569           1.949           3.885           0.721
       234      1.612           1.625           2.643           2.081           3.538           0.851
       235      1.432           1.459           2.583           1.959           3.363           0.667
       236      1.292           1.325           2.480           1.860           3.396           0.833
       237      1.456           1.477           2.533           1.952           3.886           0.976
       238      1.589           1.602           2.640           2.070           3.754           0.771
       239      1.382           1.408           2.496           1.909           3.702           0.967
       240      1.367           1.394           2.428           1.849           3.646           0.614
       241      1.364           1.395           2.435           1.859           3.736           0.766
       242      1.453           1.472           2.558           1.967           3.851           0.791
       243      1.325           1.343           2.426           1.834           3.423           0.788
       244      1.274           1.291           2.446           1.806           2.955           0.685
       245      1.282           1.298           2.395           1.760           3.370           0.744
       246      1.316           1.347           2.424           1.807           3.099           0.748
       247      1.147           1.170           2.427           1.743           3.617           0.726
       248      1.175           1.207           2.384           1.738           3.167           0.719
       249      1.255           1.285           2.360           1.750           3.136           0.705
       250      1.197           1.214           2.362           1.735           4.042           0.618
       251      1.315           1.331           2.467           1.841           3.424           0.669
       252      1.218           1.247           2.355           1.721           3.421           0.602
       253      1.206           1.235           2.344           1.733           3.021           0.763
       254      1.341           1.366           2.442           1.831           3.415           0.745
       255      1.299           1.317           2.373           1.779           3.214           0.721
       256      1.277           1.304           2.322           1.740           3.276           0.688
       257      1.218           1.238           2.346           1.724           3.366           0.760
       258      1.278           1.308           2.335           1.755           3.344           0.701
       259      1.169           1.193           2.371           1.712           3.440           0.671
       260      1.211           1.235           2.388           1.755           3.137           0.669
       261      1.327           1.347           2.365           1.785           3.082           0.743
       262      1.310           1.326           2.365           1.776           3.674           0.782
       263      1.260           1.288           2.283           1.713           3.314           0.703
       264      1.263           1.285           2.347           1.756           3.862           0.635
       265      1.351           1.372           2.359           1.804           3.822           0.721
       266      1.421           1.442           2.441           1.884           3.561           0.851
       267      1.254           1.276           2.389           1.783           3.010           0.719
       268      1.128           1.169           2.251           1.640           3.539           0.721
       269      1.372           1.395           2.436           1.833           4.151           0.669
       270      1.199           1.219           2.406           1.756           3.586           0.641
       271      1.363           1.395           2.479           1.887           3.897           0.856
       272      1.405           1.413           2.529           1.905           3.752           0.772
       273      1.205           1.243           2.349           1.729           3.638           0.990
       274      1.187           1.229           2.325           1.699           3.338           0.710
       275      1.199           1.230           2.365           1.707           3.663           0.840
       276      1.314           1.339           2.441           1.812           3.623           0.739
       277      1.250           1.277           2.452           1.781           3.629           0.777
       278      1.332           1.347           2.518           1.877           3.969           0.827
       279      1.254           1.279           2.440           1.777           3.866           0.831
       280      1.384           1.402           2.522           1.893           3.802           0.589
       281      1.347           1.358           2.541           1.897           3.957           0.753
       282      1.448           1.458           2.599           1.954           4.412           0.656
       283      1.326           1.338           2.550           1.891           3.818           0.772
       284      1.359           1.376           2.531           1.884           3.865           0.641
       285      1.367           1.362           2.593           1.917           4.325           0.715
       286      1.323           1.335           2.583           1.888           4.360           0.628
       287      1.157           1.184           2.457           1.752           4.490           0.777
       288      1.315           1.333           2.530           1.846           3.722           0.654
       289      1.438           1.459           2.589           1.948           3.763           0.658
       290      1.335           1.359           2.542           1.868           4.116           0.790
       291      1.359           1.378           2.564           1.893           4.260           0.675
       292      1.451           1.461           2.645           1.975           4.499           0.797
       293      1.390           1.405           2.629           1.944           4.613           0.784
       294      1.500           1.504           2.696           2.046           4.953           0.642
       295      1.610           1.620           2.698           2.077           4.740           1.033
       296      1.486           1.505           2.647           2.017           5.248           0.985
       297      1.471           1.480           2.566           1.968           3.892           0.897
       298      1.295           1.314           2.416           1.803           3.851           0.684
       299      1.387           1.401           2.569           1.916           3.923           0.636
       300      1.241           1.252           2.507           1.823           3.935           0.846
       301      1.478           1.486           2.637           1.987           3.849           0.689
       302      1.290           1.303           2.474           1.825           3.878           0.932
       303      1.344           1.368           2.528           1.870           4.196           0.724
       304      1.441           1.450           2.607           1.959           3.654           0.660
       305      1.425           1.436           2.631           1.963           3.619           0.581
       306      1.268           1.282           2.526           1.844           3.647           0.785
       307      1.447           1.457           2.623           1.966           3.498           0.697
       308      1.541           1.549           2.681           2.035           4.252           0.589
       309      1.343           1.363           2.599           1.923           4.259           0.727
       310      1.440           1.456           2.611           1.959           4.129           0.642
       311      1.494           1.507           2.654           2.005           4.279           0.720
       312      1.579           1.590           2.710           2.089           4.070           0.705
       313      1.461           1.487           2.567           1.955           4.026           0.665
       314      1.534           1.547           2.666           2.063           4.128           0.647
       315      1.684           1.696           2.820           2.208           3.980           0.559
       316      1.429           1.442           2.644           1.974           3.481           0.584
       317      1.485           1.487           2.669           2.019           3.909           0.561
       318      1.322           1.333           2.638           1.914           3.572           0.690
       319      1.409           1.417           2.632           1.953           3.353           0.716
       320      1.328           1.337           2.671           1.952           3.618           0.707
       321      1.388           1.395           2.672           1.971           3.335           0.640
       322      1.349           1.357           2.602           1.913           3.467           0.693
       323      1.336           1.361           2.619           1.928           3.247           0.770
       324      1.405           1.413           2.604           1.937           3.435           0.673
       325      1.435           1.456           2.685           2.010           3.043           0.657
       326      1.496           1.500           2.678           2.020           3.948           0.655
       327      1.365           1.367           2.656           1.943           3.244           0.626
       328      1.408           1.424           2.618           1.947           3.385           0.765
       329      1.392           1.409           2.542           1.898           3.660           0.738
       330      1.365           1.372           2.589           1.926           3.699           0.692
       331      1.532           1.540           2.677           2.038           3.647           0.663
       332      1.336           1.345           2.569           1.898           3.757           0.650
       333      1.433           1.451           2.596           1.941           3.671           0.710
       334      1.452           1.459           2.651           1.990           4.124           0.571
       335      1.428           1.437           2.701           2.013           3.682           0.610
       336      1.378           1.394           2.628           1.944           3.878           0.654
       337      1.456           1.461           2.689           2.003           3.825           0.595
       338      1.498           1.502           2.803           2.089           3.736           0.673
       339      1.311           1.316           2.649           1.932           3.923           0.580
       340      1.368           1.386           2.632           1.962           3.930           0.792
       341      1.473           1.486           2.625           2.002           3.712           0.697
       342      1.565           1.587           2.718           2.085           4.213           0.686
       343      1.369           1.400           2.667           1.976           3.820           0.779
       344      1.447           1.443           2.772           2.076           4.002           0.602
       345      1.407           1.423           2.654           1.985           3.699           0.722
       346      1.369           1.385           2.591           1.945           4.033           0.636
       347      1.385           1.396           2.448           1.857           3.602           0.609
       348      1.403           1.419           2.466           1.878           3.875           0.653
       349      1.484           1.485           2.611           2.002           3.911           0.677
       350      1.384           1.406           2.499           1.888           3.712           0.663
       351      1.303           1.311           2.438           1.824           3.387           0.659
       352      1.319           1.330           2.496           1.861           3.512           0.727
       353      1.455           1.483           2.579           1.983           3.451           0.750
       354      1.317           1.322           2.490           1.863           3.867           0.730
       355      1.368           1.383           2.554           1.927           3.744           0.644
       356      1.491           1.496           2.646           2.034           3.912           0.557
       357      1.460           1.475           2.544           1.957           3.763           0.750
       358      1.476           1.499           2.561           1.987           4.095           0.803
       359      1.361           1.386           2.431           1.848           3.696           0.638
       360      1.423           1.443           2.495           1.900           3.922           0.554
       361      1.451           1.463           2.532           1.948           3.855           0.639
       362      1.383           1.412           2.481           1.877           4.103           0.569
       363      1.477           1.506           2.509           1.947           4.266           0.699
       364      1.513           1.542           2.564           1.993           4.539           0.800
       365      1.390           1.417           2.466           1.863           3.778           0.622
       366      1.382           1.410           2.466           1.856           4.009           0.632
       367      1.328           1.365           2.410           1.815           3.622           0.649
       368      1.346           1.359           2.501           1.873           3.991           0.632
       369      1.356           1.383           2.496           1.899           3.909           0.744
       370      1.488           1.513           2.632           2.013           3.927           0.658
       371      1.329           1.360           2.481           1.849           3.735           0.723
       372      1.522           1.548           2.629           2.053           4.125           0.658
       373      1.379           1.413           2.558           1.948           3.772           0.737
       374      1.602           1.621           2.689           2.098           3.815           0.700
       375      1.787           1.811           2.781           2.232           4.280           0.797
       376      1.681           1.701           2.712           2.137           4.141           0.717
       377      1.667           1.666           2.766           2.173           3.938           0.686
       378      1.705           1.709           2.810           2.239           4.506           0.728
       379      1.728           1.728           2.802           2.250           3.632           0.697
       380      1.627           1.641           2.812           2.221           3.695           0.689
       381      1.632           1.646           2.738           2.174           3.933           0.785
       382      1.749           1.744           2.843           2.268           4.041           0.638
       383      1.657           1.667           2.735           2.173           3.592           0.605
       384      1.825           1.809           2.912           2.346           3.798           0.569
       385      1.707           1.689           2.849           2.270           3.835           0.493
       386      1.733           1.718           2.859           2.285           3.594           0.715
       387      1.815           1.789           2.911           2.347           4.214           0.716
       388      1.918           1.910           2.982           2.428           4.005           0.679
       389      1.794           1.788           2.916           2.340           3.611           0.628
       390      1.670           1.673           2.795           2.201           3.703           0.610
       391      1.574           1.579           2.740           2.148           3.464           0.676
       392      1.654           1.658           2.822           2.222           4.078           0.655
       393      1.667           1.664           2.814           2.229           3.688           0.753
       394      1.471           1.469           2.684           2.049           4.167           0.634
       395      1.654           1.658           2.826           2.241           3.863           0.580
       396      1.653           1.645           2.720           2.161           3.705           0.670
       397      1.477           1.485           2.653           2.069           3.524           0.697
       398      1.768           1.770           2.852           2.320           3.608           0.635
       399      1.489           1.500           2.667           2.079           3.435           0.645
       400      1.679           1.681           2.863           2.277           3.314           0.782
       401      1.676           1.677           2.824           2.251           3.401           0.684
       402      1.629           1.625           2.854           2.248           3.997           0.598
       403      1.716           1.716           2.892           2.310           3.508           0.640
       404      1.718           1.716           2.897           2.317           3.190           0.668
       405      1.573           1.583           2.760           2.177           3.219           0.721
       406      1.693           1.701           2.911           2.319           3.501           0.705
       407      1.701           1.700           2.859           2.292           3.363           0.732
       408      1.684           1.677           2.842           2.268           3.542           0.711
       409      1.782           1.789           2.933           2.338           3.398           0.658
       410      1.552           1.561           2.727           2.142           3.280           0.670
       411      1.586           1.592           2.760           2.160           3.488           0.640
       412      1.606           1.622           2.819           2.208           3.764           0.689
       413      1.660           1.670           2.847           2.258           3.534           0.617
       414      1.625           1.633           2.844           2.238           3.924           0.626
       415      1.843           1.846           2.950           2.379           3.614           0.631
       416      1.585           1.594           2.868           2.248           3.731           0.566
       417      1.551           1.556           2.811           2.201           3.947           0.657
       418      1.778           1.781           2.928           2.353           4.322           0.784
       419      1.481           1.504           2.721           2.095           3.208           0.611
       420      1.568           1.580           2.807           2.192           3.536           0.663
       421      1.636           1.636           2.811           2.212           3.940           0.673
       422      1.617           1.623           2.815           2.217           3.832           0.733
       423      1.575           1.584           2.746           2.159           3.509           0.723
       424      1.749           1.748           2.852           2.303           3.815           0.728
       425      1.536           1.559           2.614           2.070           3.570           0.681
       426      1.555           1.571           2.731           2.148           3.914           0.664
       427      1.555           1.573           2.718           2.155           4.022           0.706
       428      1.603           1.622           2.727           2.170           3.904           0.721
       429      1.830           1.838           2.880           2.358           4.258           0.758
       430      1.705           1.726           2.798           2.253           4.188           0.795
       431      1.585           1.613           2.702           2.143           4.070           0.666
       432      1.702           1.720           2.765           2.212           4.086           0.835
       433      1.716           1.741           2.762           2.213           3.755           0.631
       434      1.665           1.686           2.753           2.198           3.999           0.677
       435      1.588           1.618           2.596           2.060           3.740           0.718
       436      1.602           1.633           2.655           2.098           3.623           0.663
       437      1.673           1.704           2.723           2.170           3.638           0.631
       438      1.737           1.770           2.753           2.219           3.918           0.652
       439      1.798           1.813           2.774           2.248           3.871           0.721
       440      1.925           1.937           2.900           2.369           3.947           0.768
       441      1.658           1.690           2.712           2.150           3.669           0.612
       442      1.713           1.735           2.731           2.190           3.909           0.678
       443      1.667           1.682           2.785           2.192           3.338           0.711
       444      1.542           1.564           2.638           2.073           4.278           0.687
       445      1.620           1.634           2.726           2.151           3.529           0.668
       446      1.606           1.621           2.740           2.154           3.631           0.609
       447      1.601           1.631           2.697           2.125           3.316           0.640
       448      1.545           1.567           2.723           2.121           3.487           0.834
       449      1.574           1.575           2.700           2.109           3.616           0.658
       450      1.684           1.696           2.732           2.183           3.586           0.717
       451      1.741           1.747           2.842           2.275           4.022           0.675
       452      1.654           1.665           2.807           2.219           3.813           0.640
       453      1.750           1.764           2.930           2.352           3.712           0.685
       454      1.755           1.775           2.908           2.352           3.668           0.588
       455      1.571           1.592           2.730           2.139           3.860           0.655
       456      1.664           1.669           2.831           2.250           3.741           0.731
       457      1.704           1.729           2.797           2.252           3.519           0.992
       458      1.539           1.572           2.758           2.148           3.997           0.696
       459      1.619           1.634           2.799           2.204           3.526           0.871
       460      1.672           1.686           2.827           2.241           3.803           0.650
       461      1.723           1.730           2.917           2.307           3.826           0.802
       462      1.607           1.632           2.825           2.208           3.626           0.566
       463      1.698           1.710           2.789           2.208           3.698           0.717
       464      1.650           1.675           2.783           2.210           3.730           0.724
       465      1.698           1.721           2.844           2.254           3.351           0.718
       466      1.807           1.818           2.868           2.313           3.867           0.672
       467      1.701           1.706           2.849           2.250           3.736           0.676
       468      1.742           1.760           2.906           2.322           3.817           0.733
       469      1.763           1.775           2.891           2.328           3.500           0.703
       470      1.755           1.784           2.857           2.290           3.831           0.752
       471      1.817           1.843           2.923           2.377           3.946           0.607
       472      1.752           1.770           2.886           2.321           4.275           0.598
       473      1.722           1.742           2.861           2.303           4.083           0.618
       474      1.732           1.735           2.835           2.272           4.037           0.663
       475      1.605           1.616           2.878           2.254           4.014           0.688
       476      1.778           1.783           2.948           2.367           3.744           0.686
       477      1.719           1.733           2.880           2.309           4.318           0.683
       478      1.741           1.769           2.885           2.317           3.835           0.664
       479      1.778           1.798           2.882           2.329           4.092           0.596
       480      1.824           1.849           2.888           2.347           4.100           0.719
       481      1.871           1.881           2.936           2.387           4.367           0.688
       482      1.872           1.873           2.909           2.372           3.672           0.728
       483      1.894           1.889           2.949           2.409           3.941           0.794
       484      1.704           1.724           2.743           2.206           3.874           0.580
       485      1.741           1.740           2.849           2.288           3.509           0.670
       486      1.668           1.678           2.795           2.229           3.682           0.636
       487      1.871           1.878           2.960           2.429           3.685           0.693
       488      1.670           1.687           2.768           2.218           3.418           0.625
       489      1.776           1.791           2.853           2.312           3.767           0.589
       490      1.719           1.733           2.764           2.241           3.813           0.746
       491      1.733           1.741           2.800           2.264           3.523           0.673
       492      1.640           1.657           2.837           2.251           3.905           0.704
       493      1.643           1.658           2.766           2.204           3.772           0.713
       494      1.515           1.529           2.696           2.095           3.573           0.681
       495      1.548           1.550           2.711           2.120           3.954           0.665
       496      1.670           1.679           2.767           2.225           3.474           0.643
       497      1.636           1.654           2.758           2.207           3.417           0.622
       498      1.649           1.667           2.742           2.203           3.161           0.677
       499      1.726           1.735           2.755           2.236           3.530           0.629
       500      1.794           1.789           2.848           2.290           3.629           0.662
       501      1.973           1.970           2.995           2.489           3.462           0.724
       502      1.719           1.717           2.841           2.295           3.780           0.611
       503      1.629           1.642           2.732           2.172           3.692           0.657
       504      1.681           1.686           2.736           2.196           3.590           0.649
       505      1.812           1.820           2.868           2.345           3.694           0.733
       506      1.802           1.796           2.923           2.348           3.656           0.632
       507      1.876           1.876           2.925           2.389           3.804           0.697
       508      1.611           1.615           2.759           2.179           3.699           0.718
       509      1.683           1.697           2.775           2.212           3.891           0.918
       510      1.553           1.569           2.683           2.092           3.369           0.734
