## Torsion are defined with the following atomIDs:
# dihed1: ai= 5185 aj= 3156 ak= 3178 al= 3155
# dihed2: ai= 3156 aj= 3178 ak= 3153 al= 3169
# dihed3: ai= 3152 aj= 3167 ak= 3166 al= 3165
# dihed4: ai= 3170 aj= 3168 ak= 3172 al= 3175
# dihed5: ai= 3162 aj= 3161 ak= 3157 al= 3151
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5
528  -59.626  -98.196   49.493  141.866  -46.030
529  -51.643 -108.749   57.106  143.340  -52.058
530  -54.565  -86.570   68.218  137.944  -63.521
531  -70.807 -102.322   64.659  152.696  -55.479
532  -54.629 -113.244   79.247  149.072  -50.855
533  -63.409 -108.195   73.931  118.352  -54.850
534  -59.322 -112.121   89.070  136.040  -69.607
535  -57.878 -108.693   74.747  143.178  -66.141
536  -51.698 -123.512   67.370  150.401  -42.788
537  -62.395  -99.293   57.228  146.782  -54.597
538  -60.049 -104.397   80.481  144.157  -55.544
539  -50.129  -86.619   68.003  141.553  -51.486
540  -71.020 -100.010   57.154  140.342  -47.493
541  -48.290  -93.216   69.343  139.065  -60.983
542  -62.234 -104.157   65.160  152.654  -58.624
543  -64.859 -111.886   68.183  152.380  -55.046
544  -73.726 -112.680   70.640  144.915  -64.144
545  -67.902 -112.103   68.942  138.634  -54.590
546  -65.621 -111.488   93.368  136.952  -61.461
547  -54.438  -85.645   69.163  142.007  -46.955
548  -59.009 -111.774   67.750  152.645  -61.231
549  -67.737 -121.968   66.942  138.665  -45.462
550  -35.085 -105.478   84.858  126.023  -87.379
551  -84.249 -102.809   62.770  137.077  -46.503
552  -63.176 -107.804   73.579  128.102  -59.467
553  -44.316  -95.106   56.845  134.218  -48.329
554  -44.935 -104.055   55.866  159.657  -34.476
555  -53.956 -101.739   93.365  130.517  -71.709
556  -50.171  -97.335   67.781  144.978  -52.261
557  -46.535 -103.038   72.160  154.319  -49.243
558  -44.495 -105.269   84.711  142.804  -60.841
559  -66.415 -105.180   55.838  137.605  -54.053
560  -62.612  -97.727   64.876  137.363  -54.127
561  -67.198 -106.106   66.993  139.034  -53.544
562  -47.212 -103.776   70.843  138.685  -62.967
563  -64.136 -125.999   86.029  137.270  -78.224
564  -70.882 -127.298   69.912  151.595  -57.619
565  -44.589 -122.616   55.150  146.695  -68.057
566  -49.932 -101.333   88.721  140.691  -53.633
567  -44.448 -103.265   76.274  146.044  -56.548
568  -48.160 -124.476   69.422  151.199  -60.403
569  -56.705 -119.860   75.397  145.450  -57.438
570  -59.205 -111.390   89.044  131.723  -70.681
571  -38.129 -124.052   74.294  138.618  -47.540
572  -61.435  -89.105   75.260  151.909  -53.814
573  -65.707 -100.716   75.403  136.089  -46.360
574  -48.299  -93.965   77.247  151.607  -61.691
575  -56.914 -108.555   73.829  130.675  -52.423
576  -45.420 -107.580   78.655  131.093  -58.403
577  -76.821 -104.950   56.129  145.072  -46.723
578  -41.678  -96.776   84.006  134.661  -63.660
579  -57.197 -117.862   67.788  146.295  -63.014
580  -71.384 -127.704   69.210  135.411  -51.138
581  -66.797 -118.146   74.833  146.799  -50.380
582  -52.616 -105.978   70.332  128.293  -62.638
583  -68.731 -117.204   52.240  137.600  -60.521
584  -68.296 -121.023   71.760  130.646  -51.109
585  -36.778 -105.634   68.603  148.766  -57.182
586  -65.255 -129.645   62.889  152.503  -63.017
587  -60.537 -127.797   59.382  143.431  -46.998
588  -55.798 -107.893   68.405  154.535  -60.193
589  -50.066 -121.027   62.443  146.643  -55.187
590  -70.394 -111.073   63.395  126.920  -61.370
591  -58.408 -132.637   52.237  135.586  -56.835
592  -75.550 -118.637   55.810  146.788  -49.830
593  -60.065 -118.241   64.784  148.480  -57.224
594  -62.589 -153.824   75.792  133.030  -62.732
595  -65.902 -108.944   82.584  119.980  -82.096
596  -71.275 -126.321   66.555  151.216  -56.389
597  -51.486 -110.335   72.004  143.234  -49.071
598  -56.986 -114.447   64.031  137.219  -56.686
599  -46.965 -107.583   75.165  142.731  -59.979
600  -68.357 -120.290   65.813  132.426  -66.950
601  -63.221 -115.007   79.941  142.816  -52.490
602  -61.419 -126.629   78.009  135.069  -67.759
603  -62.905 -141.070   76.262  154.940  -59.472
604  -56.149 -120.716   66.697  149.891  -49.967
605  -76.288 -119.356   73.123  154.350  -49.438
606  -51.541 -111.009   76.446  136.395  -53.889
607  -56.933 -113.124   80.862  153.515  -57.777
608  -56.868 -120.752   81.161  140.240  -79.322
609  -49.076 -122.760   77.147  143.698  -53.861
610  -47.954 -106.369   73.403  134.441  -61.083
611  -67.029 -130.088   86.188  137.583  -62.973
612  -57.870 -114.520   79.021  132.724  -48.509
613  -32.448 -115.665   76.830  144.768  -59.129
614  -54.971 -115.156   88.917  142.095  -48.751
615  -42.784 -101.713   75.227  157.087  -55.976
616  -53.390 -108.857   94.445  153.219  -74.486
617  -56.781 -110.760   75.559  134.915  -71.354
618  -62.871 -129.432   65.594  146.829  -73.139
619  -60.013 -123.138   72.325  142.436  -59.652
620  -59.137 -108.202   68.086  152.488  -57.368
621  -47.156 -107.535   88.799  137.982  -82.509
622  -55.963 -111.579   81.309  137.535  -68.505
623  -59.082 -105.667   80.191  132.077  -44.997
624  -71.859 -115.391   82.725  140.873  -53.925
625  -62.979 -125.639   87.138  146.961  -61.807
626  -56.326 -124.923   89.612  153.550  -65.618
627  -59.344 -119.369   75.131  148.782  -37.070
628  -63.517 -116.394   68.236  138.745  -64.291
629  -70.220 -123.025   78.587  134.063  -61.884
630  -32.950 -115.457   99.601  134.967  -75.573
631  -59.610 -109.430   85.094  149.898  -69.957
632  -40.228 -108.937   91.293  152.033  -55.788
633  -57.627 -126.591   80.954  142.383  -66.149
634  -62.310 -126.294   67.394  135.147  -54.254
635  -51.813 -100.091   69.757  128.181  -49.273
636  -43.054 -108.576   81.935  141.165  -60.217
637  -51.050 -129.086   66.472  153.634  -73.624
638  -42.013 -121.496   77.593  148.031  -66.973
639  -44.364 -116.447   78.915  136.144  -66.657
640  -43.260 -111.911   91.052  146.375  -53.223
641  -45.502  -94.251   94.216  143.922  -74.001
642  -49.373 -109.815   71.409  145.645  -57.992
643  -52.601 -130.515   70.821  142.856  -76.443
644  -47.576 -110.817   81.956  145.865  -56.479
645  -57.597 -105.508   67.865  148.384  -72.250
646  -58.269 -117.729   87.993  154.546  -67.865
647  -63.487 -136.125   88.917  150.945  -65.126
648  -64.060 -118.947   68.657  143.837  -54.117
649  -68.363 -116.699   77.659  139.136  -57.624
650  -41.870 -113.321   78.775  142.845  -48.646
651  -36.136 -112.044   65.218  157.174  -61.674
652  -58.653 -109.588   83.338  138.977  -76.420
653  -57.668 -113.674   49.512  149.085  -57.113
654  -67.245 -132.425   70.281  151.715  -66.731
655  -54.961 -111.762   67.706  149.458  -57.991
656  -68.937 -109.702   89.697  149.330  -63.368
657  -46.511 -102.898   76.371  135.294  -64.742
658  -59.952 -107.231   72.822  143.476  -56.056
659  -22.896 -108.620   67.053  141.028  -67.990
660  -53.224 -117.431   75.355  140.003  -71.792
661  -43.955 -119.717   79.528  156.908  -68.616
662  -45.638 -109.788   78.850  139.327  -56.950
663  -64.122 -115.501   60.889  148.415  -67.252
664  -47.559 -107.164   72.872  158.870  -63.026
665  -38.012 -110.256   82.812  150.509  -53.292
666  -49.907 -115.575   72.606  137.841  -54.898
667  -51.089 -107.040   74.511  146.073  -65.314
668  -55.466 -119.684   98.643  140.755  -63.438
669  -54.026 -100.035   70.803  139.694  -66.575
670  -72.401  -99.329   58.961  144.155  -48.375
671  -51.090 -103.370   73.901  139.547  -58.005
672  -66.894 -117.275   72.135  132.465  -65.131
673  -60.494 -120.177   84.005  135.724  -71.060
674  -86.600 -121.815   67.120  146.553  -57.554
675  -55.230 -100.353   67.876  155.014  -64.609
676  -72.375 -119.689   63.459  138.017  -55.575
677  -48.009 -117.213   64.331  157.484  -56.756
678  -58.010 -126.732   59.487  135.780  -59.983
679  -46.219  -97.435   63.462  141.698  -49.321
680  -49.837 -113.967   72.070  146.370  -62.341
681  -84.131 -115.168   62.570  132.356  -65.114
682  -73.005 -119.270   61.996  157.930  -66.401
683  -72.926 -121.855   76.566  130.770  -61.328
684  -65.810 -111.984   69.687  148.871  -48.611
685  -51.945  -93.567   69.625  157.961  -58.050
686  -52.550 -108.664   72.593  141.940  -58.879
687  -49.420 -100.391   62.175  141.016  -59.198
688  -78.658 -104.620   66.321  145.980  -62.406
689  -63.808 -110.322   78.633  148.901  -61.771
690  -63.629  -88.854   71.411  146.977  -68.207
691  -68.075 -108.947   61.405  147.585  -54.422
692  -84.692 -150.738   79.474  142.071  -59.004
693  -59.307 -132.463   64.002  144.256  -49.459
694  -34.803 -139.700   80.450  139.998  -68.006
695  -66.428 -122.924   69.710  161.202  -62.405
696  -68.899 -137.885   78.411  134.799  -97.364
697  -76.641 -147.086   52.169  149.364  -53.397
698  -70.329 -133.664   60.253  155.063  -65.442
699  -59.333 -153.405   61.370  131.144  -73.438
700  -95.300 -128.347   84.965  147.952  -64.306
701  -75.080 -154.585   63.842  153.050  -76.251
702  -83.907 -136.983   74.233  133.116  -77.897
703  -57.226 -144.937   60.271  141.236  -61.738
704  -65.555 -153.378   83.682  137.892  -87.318
705  -58.090 -148.584   65.727  137.232  -55.979
706  -44.712 -160.186   74.023  147.241  -66.278
707  -77.346 -139.362   68.039  151.253  -51.779
708  -55.582 -135.062   43.980  143.698  -53.695
709  -53.428 -154.359   68.863  145.919  -64.446
710  -88.747 -144.572   78.887  139.463  -59.598
711  -63.769 -112.197   67.363  138.147  -81.470
712  -78.046 -126.871   59.804  140.127  -56.097
713  -79.299  -95.161   76.014  136.164  -77.841
714  -57.064 -147.020   51.327  152.353  -71.657
715  -95.405 -145.819   76.989  131.303  -67.818
716  -70.447 -144.579   60.587  149.118  -62.282
717  -80.949 -152.219   69.177  144.620  -38.399
718  -58.533 -134.901   69.481  143.041  -64.258
719  -75.310 -141.151   70.637  138.173  -58.995
720  -57.414 -159.729   64.336  153.167  -74.422
721  -98.545 -143.764   56.435  154.915  -62.197
722  -60.785 -134.168   70.720  155.899  -68.759
723  -94.495 -130.051   75.976  143.703  -46.324
724  -55.923 -133.642   61.574  148.178  -51.906
725  -52.344 -158.405   64.274  154.092  -51.244
726  -66.948 -139.268   60.259  145.329  -39.530
727  -55.357 -145.872   51.132  143.148  -69.243
728  -31.710 -139.058   75.586  146.944  -43.735
729  -81.500 -139.046   65.087  131.932  -47.856
730  -76.047 -147.052   69.151  127.523  -63.222
731  -63.059 -142.917   70.873  141.341  -60.126
732  -69.419 -154.625   90.958  144.705  -58.862
733  -66.956 -136.009   72.588  146.586  -62.638
734  -75.054 -139.947   80.450  140.775  -63.507
735  -60.631 -152.112   71.230  146.401  -56.638
736  -66.962 -149.256   53.940  145.344  -60.557
737 -113.599 -135.411   74.582  145.757  -63.807
738  -59.233 -143.287   63.225  146.307  -48.008
739  -84.223 -144.793   58.516  144.541  -46.044
740  -85.444 -145.561   72.773  149.409  -59.127
741  -60.626 -149.466   65.469  143.428  -53.773
742  -63.969 -152.548   77.799  135.813  -52.845
743  -56.017 -154.983   84.715  138.451  -48.305
744  -63.258 -154.937   77.905  135.985  -54.446
745  -55.516 -147.543   65.317  147.760  -40.833
746  -60.418 -140.103   71.114  141.747  -50.752
747  -59.205 -145.974   68.130  154.034  -43.604
748  -68.863 -135.344   66.485  139.722  -51.611
749  -87.518 -138.714   73.336  139.014  -51.818
750  -55.981 -139.114   69.005  148.382  -40.938
751  -80.459 -152.734   76.298  149.481  -50.011
752  -65.942 -151.134   77.600  142.711  -49.697
753  -75.955 -147.641   62.054  135.929  -68.003
754  -54.863 -155.062   48.293  147.704  -72.850
755  -81.702 -147.101   67.804  144.429  -80.089
756  -60.519 -140.125   67.166  155.130  -78.596
757  -88.942 -144.893   58.635  140.857  -69.705
758  -54.083 -143.166   85.589  143.738  -56.120
759  -60.212 -152.181   63.373  143.311  -48.360
760  -90.152 -146.653   73.983  154.488  -69.492
761  -93.590 -144.244   56.565  144.677  -62.791
762  -54.476 -150.555   68.749  138.655  -45.236
763  -52.825 -156.123   79.197  127.391  -66.293
764  -68.183 -154.641   82.612  127.344  -56.677
765  -74.613 -141.072   69.349  152.337  -64.864
766  -54.471 -127.888   57.636  151.638  -50.426
767  -54.173 -154.611   78.265  135.959  -61.661
768  -84.030 -137.658   78.324  135.581  -45.324
769  -81.346 -152.582   74.429  142.197  -53.865
770  -95.348 -148.375   73.497  140.067  -52.261
771  -75.641 -143.152   67.208  142.669  -57.530
772  -69.019 -146.878   71.387  151.242  -46.636
773  -62.216 -140.252   61.072  134.712  -64.953
774  -96.176 -151.424   66.225  155.943  -63.032
775  -87.611 -156.141   70.678  127.874  -61.970
776  -50.739 -147.321   62.875  141.705  -73.756
777  -73.628 -150.680   73.713  120.362  -52.734
778  -87.657 -130.758   63.215  146.321  -51.285
779  -69.513 -138.947   68.536  145.024  -68.383
780  -73.320 -139.251   68.282  155.728  -57.739
781  -57.354 -148.988   68.913  146.985  -71.926
782  -61.924 -159.617   62.388  147.363  -57.160
783  -48.829 -141.288   58.770  143.165  -69.523
784  -72.558 -142.779   55.885  137.913  -62.261
785  -57.240 -140.884   70.810  133.025  -60.565
786  -53.436 -149.037   67.713  145.603  -51.222
787  -61.443 -141.783   65.665  137.055  -53.269
788  -88.345 -154.800   55.541  142.936  -43.649
789  -80.714 -155.470   66.795  138.242  -58.860
790  -67.166 -145.094   66.176  141.301  -55.455
791  -73.272 -134.171   66.491  148.142  -61.543
792  -99.277 -146.920   61.809  144.506  -57.117
793  -49.855 -145.832   63.849  148.575  -57.951
794  -50.079 -146.824   59.649  153.340  -68.768
795  -64.135 -136.518   62.602  155.473  -57.029
796  -64.222 -146.860   60.805  136.532  -53.702
797  -91.152 -145.954   77.212  137.335  -59.657
798  -78.935 -147.547   70.089  157.075  -57.898
799  -78.237 -155.160   65.427  154.233  -55.356
800  -89.223 -135.183   71.809  138.356  -66.717
801  -70.222 -147.091   65.382  154.780  -63.016
802  -67.755 -139.139   59.956  149.042  -66.529
803  -72.077 -144.991   57.410  150.429  -67.627
804  -81.933 -144.483   61.744  154.676  -43.802
805  -63.469 -132.972   72.826  154.719  -53.494
806  -82.733 -133.943   76.087  149.053  -46.943
807  -73.240 -139.996   74.987  158.347  -65.154
808  -94.155 -146.707   67.436  141.611  -54.849
809 -115.858 -143.305   74.948  152.267  -63.805
810  -72.964 -142.101   60.118  143.981  -58.214
811  -59.597 -144.925   68.169  156.526  -70.058
812  -87.988 -142.664   55.098  155.817  -56.772
813  -85.332 -139.134   68.649  155.384  -69.829
814  -74.771 -153.971   62.344  146.058  -53.141
815  -85.800 -148.355   68.951  151.957  -58.753
816  -58.246 -128.672   79.656  142.102  -55.897
817  -78.561 -159.095   62.863  155.983  -46.064
818  -53.166 -128.388   70.110  146.240  -55.121
819  -78.362 -142.717   74.264  145.333  -63.254
820  -86.760 -146.268   85.196  139.824  -45.975
821  -92.395 -142.216   86.285  124.535  -49.769
822  -56.897 -143.223   65.878  140.433  -51.759
823  -99.666 -138.258   73.556  147.968  -65.021
824  -72.614 -132.059   76.740  139.468  -58.318
825  -85.842 -146.780   68.084  150.415  -62.988
826  -77.022 -129.129   82.655  138.514  -63.848
827  -82.445 -141.091   46.928  138.021  -30.663
828  -88.033 -145.159   75.551  155.076  -55.520
829  -77.612 -146.347   62.818  133.372  -64.535
830  -57.908 -138.971   59.374  150.045  -49.339
831  -75.347 -145.661   77.463  132.682  -48.113
832  -39.147 -146.372   86.461  137.307  -49.505
833  -67.181 -154.800   77.760  129.845  -67.089
834  -73.196 -135.304   72.546  134.573  -42.488
835  -79.243 -139.192   68.932  137.570  -48.170
836  -31.558 -146.620   72.198  125.306  -65.348
837  -72.133 -124.363   64.008  146.344  -59.938
838  -74.912 -142.447   61.548  130.664  -65.745
839  -76.567 -151.482   68.972  143.026  -66.068
840  -81.599 -142.801   70.290  146.133  -40.590
841  -91.881 -135.085   64.679  146.800  -59.056
842  -81.847 -147.550   83.699  136.144  -74.657
843  -71.258 -132.725   51.370  148.007  -66.948
844  -87.087 -138.968   70.070  150.239  -80.789
845  -84.881 -141.658   79.335  151.861  -78.764
846  -92.814 -145.437   58.662  151.925  -69.523
847  -78.941 -153.569   87.096  135.000  -73.380
848  -94.582 -155.213   82.922  140.436  -78.194
849  -64.668 -142.601   66.384  146.630  -72.689
850  -82.623 -138.016   56.785  150.179  -55.455
851  -57.018 -157.337   81.402  132.961  -64.225
852  -62.951 -143.375   78.764  145.345  -60.499
853  -96.495 -143.113   76.271  129.562  -55.123
854  -84.522 -138.553   82.807  134.444  -55.555
855  -82.486 -161.734   87.500  149.705  -53.534
856  -83.732 -131.064   65.142  154.366  -66.760
857  -83.704 -146.755   66.702  141.012  -52.258
858  -75.957 -129.802   70.491  146.659  -57.220
859  -59.963 -138.454   51.768  131.820  -52.769
860  -53.931 -139.237   71.038  146.408  -51.652
861  -78.624 -153.715   67.221  147.228  -67.391
862  -59.610 -142.979   67.644  142.467  -64.936
863  -91.991 -139.371   80.700  122.341  -65.722
864  -69.044 -135.163   74.414  144.117  -69.381
865  -53.258 -152.195   63.344  140.474  -63.870
866  -99.485 -130.869   75.549  136.345  -61.087
867  -91.023 -132.464   69.757  142.667  -58.143
868  -93.198 -138.393   72.446  149.479  -52.203
869  -93.158 -135.275   57.073  151.414  -54.422
870  -95.639 -126.952   69.429  157.093  -59.744
871  -81.215 -145.224   71.554  131.943  -39.789
872  -73.088 -146.324   65.168  140.587  -45.688
873  -85.112 -134.256   79.489  141.699  -42.631
874  -25.726 -142.746   84.448  135.638  -61.295
875  -87.568 -148.191   76.109  153.777  -51.161
876  -93.165 -144.297   81.616  134.708  -59.453
877  -56.824 -133.952   66.758  142.594  -51.782
878  -66.448 -151.695   74.401  136.730  -60.359
879  -90.586 -147.490   70.950  140.478  -51.110
880  -94.160 -142.970   67.177  141.707  -65.447
881  -71.061 -142.475   75.502  143.581  -34.103
882  -57.795 -145.227   84.744  136.775  -59.212
883  -60.199 -153.499   73.122  137.755  -68.095
884  -96.598 -138.422   77.179  144.996  -61.823
885  -95.298 -130.063   71.313  135.567  -55.491
886  -53.207 -143.286   78.042  142.611  -50.706
887  -59.886 -141.984   81.299  141.578  -67.416
888  -77.763 -147.020   66.815  147.190  -56.939
889  -69.901 -152.158   79.382  145.298  -58.189
890  -65.030 -137.066   92.838  133.007  -60.958
891  -73.329 -156.420   76.787  135.813  -58.761
892  -64.725 -140.643   83.256  140.513  -57.134
893  -66.889 -154.958   71.094  128.678  -62.073
894  -92.163 -145.241   68.878  151.021  -55.191
895  -54.769 -149.020   52.593  142.900  -73.678
896  -80.123 -139.707   69.454  151.517  -67.033
897  -83.868 -142.069   69.441  136.037  -72.754
898  -81.951 -149.886   82.672  140.729  -72.261
899  -80.240 -145.132   89.923  139.774  -48.978
900  -97.462 -134.312   85.449  130.875  -68.987
901  -48.788 -150.675   66.939  136.635  -56.317
902  -70.605 -149.040   78.093  140.392  -68.103
903  -58.649 -139.316   61.078  154.878  -64.484
904 -107.160 -141.414   76.819  150.824  -64.234
905  -43.179 -157.811   70.491  142.965  -61.421
906  -71.484 -128.510   66.851  140.071  -79.643
907  -48.220 -138.975   69.921  130.773  -58.740
908  -90.401 -150.892   79.601  140.861  -57.255
909  -94.896 -149.479   68.113  145.704  -48.007
910 -106.714 -129.595   70.697  152.799  -62.624
911  -61.518 -140.949   75.207  149.609  -55.936
912  -65.906 -144.280   71.385  152.500  -63.289
913  -67.340 -153.591   63.928  154.020  -55.401
914  -77.910 -145.605   79.783  144.274  -51.174
915  -71.441 -148.607   83.884  142.260  -53.692
916  -61.833 -137.161   72.564  142.586  -58.025
917  -57.716 -147.789   66.116  154.869  -52.145
918  -74.800 -131.924   86.104  130.105  -58.135
919  -74.320 -142.868   69.032  136.395  -60.184
920  -74.534 -139.163   76.476  146.611  -61.154
921  -83.273 -145.526   74.783  139.471  -66.610
922  -63.975 -143.036   57.437  127.824  -49.240
923  -81.990 -137.950   68.525  150.393  -70.557
924  -79.660 -142.846   67.322  144.982  -57.745
925  -84.822 -146.671   73.301  134.503  -77.193
926  -69.591 -146.056   67.943  139.040  -74.333
927  -79.093 -154.271   78.631  134.666  -61.796
928  -76.291 -141.256   62.544  144.082  -55.629
929  -64.034 -128.939   82.323  148.599  -48.607
930  -89.104 -141.034   81.033  145.138  -55.066
931  -62.308 -147.678   63.848  154.805  -82.444
932  -83.378 -134.216   58.365  151.711  -64.035
933  -62.781 -139.441   67.826  144.185  -65.743
934  -98.133 -141.096   71.085  141.288  -56.026
935  -83.735 -146.317   64.191  144.209  -68.264
936  -62.299 -127.551   73.638  130.665  -69.958
937  -57.486 -134.704   60.740  159.366  -61.722
938  -75.953 -131.893   68.332  145.551  -71.916
939  -52.728 -138.041   75.701  139.567  -70.689
940  -94.190 -136.144   71.161  152.042  -67.349
941  -66.363 -129.793   72.455  142.777  -86.571
942  -82.957 -137.325   83.775  143.715  -71.044
943  -66.895 -143.546   79.103  147.303  -77.139
944  -33.127 -149.014   75.130  142.022  -56.293
945  -77.926 -134.835   55.456  153.816  -66.608
946  -67.875 -145.217   71.375  145.510  -68.658
947  -50.326 -143.769   74.206  152.431  -64.271
948  -71.004 -151.917   77.894  146.005  -59.669
949  -48.533 -131.948   61.418  149.420  -52.554
950  -83.713 -147.768   82.044  144.452  -56.817
951  -76.604 -151.733   85.794  119.703  -55.847
952  -86.071 -153.938   79.766  143.179  -69.254
953  -67.528 -134.090   77.827  155.210  -78.545
954  -51.675 -135.279   50.953  150.737  -56.775
955  -61.981 -132.980   65.320  155.867  -63.966
956  -34.772 -140.267   81.102  135.381  -73.569
957  -62.924 -155.723   60.927  149.360  -55.899
958  -72.391 -140.000   75.048  146.386  -62.357
959  -75.382 -132.771   74.989  138.909  -55.589
960 -105.560 -144.599   82.539  156.729  -57.264
961  -73.427 -142.451   67.589  141.202  -52.383
962  -59.504 -155.595   80.888  144.263  -75.448
963  -72.246 -149.138   91.500  131.889  -75.023
964  -56.705 -152.550   83.828  132.861  -64.437
965 -100.668 -142.456   69.009  148.887  -67.118
966  -62.146 -153.757   82.127  136.110  -61.482
967  -49.253 -143.251   77.309  142.388  -53.415
968  -71.783 -143.276   71.884  141.358  -59.918
969  -92.653 -146.095   67.264  136.395  -57.450
970  -41.008 -145.324   71.871  150.060  -52.649
971 -103.198 -136.996   65.161  146.385  -42.931
972  -71.766 -151.586   81.961  133.671  -48.569
973  -65.828 -142.788   80.772  135.131  -43.407
974  -88.214 -149.721   87.675  130.229  -49.361
975  -87.264 -137.063   65.423  153.640  -50.130
976 -106.323 -151.409   94.725  144.110  -48.568
977  -56.622 -148.351   73.875  142.547  -46.821
978  -62.569 -128.100   73.281  125.586  -53.740
979  -69.726 -142.513   63.254  132.205  -54.075
980  -89.134 -137.216   70.201  148.824  -56.789
981  -84.484 -135.348   66.136  142.049  -57.382
982  -95.618 -145.885   64.827  148.729  -48.072
983  -76.148 -136.196   74.240  140.063  -59.503
984  -80.314 -145.361   64.879  157.471  -39.643
985  -54.091 -136.891   65.805  135.037  -55.693
986  -57.583 -146.934   82.294  134.807  -45.233
987  -69.992 -142.544   84.813  145.347  -63.802
988  -83.799 -144.451   74.156  146.752  -47.654
989  -73.292 -145.544   64.588  139.707  -63.401
990  -71.413 -141.845   83.060  140.384  -60.075
991  -41.585 -142.708   93.648  125.824  -61.481
992  -97.227 -137.728   82.890  149.643  -50.166
993  -75.599 -151.111   65.870  128.846  -55.845
994  -59.070 -134.608   78.806  146.284  -56.392
995  -98.425 -138.256   77.488  135.854  -60.890
996 -108.068 -143.202   76.744  137.883  -55.163
997  -62.839 -130.908   77.139  140.980  -45.178
998  -91.935 -150.315   70.940  148.132  -85.195
999  -78.002 -139.205   65.990  140.890  -58.524
1000  -88.907 -143.560   86.329  140.113  -55.928
